Frame,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X5',Y5',Z5',yz_combined_velocity,X5'',Y5'',Z5'',yz_combined_acceleration
18,-187.227,138.69,143.776,-181.72,138.455,126.553,-179.544,138.224,101.361,-190.734,161.54,88.5698,-188.605,166.1,68.1971,14.4809,60.606,11.9895,61.78054181,417.68,-463.724,-136.42,638.8324874
19,-187.076,138.751,143.846,-181.602,138.553,126.608,-179.455,138.45,101.43,-190.403,161.88,88.7175,-188.457,166.729,68.3388,14.7775,62.9246,14.174,64.50122139,29.6533,231.862,218.451,319.9377199
20,-186.924,138.816,143.889,-181.496,138.664,126.638,-179.403,138.692,101.459,-190.261,162.25,88.7971,-188.404,167.34,68.4567,5.31375,61.0739,11.792,62.20186915,-946.373,-185.072,-238.195,993.2826176
21,-186.842,138.905,143.859,-181.409,138.833,126.596,-179.333,138.898,101.437,-190.06,162.627,88.869,-188.331,168.001,68.5686,7.32988,66.1314,11.1848,67.07057341,201.613,505.745,-60.7222,547.8256952
22,-186.704,139.045,143.849,-181.327,138.993,126.572,-179.339,139.222,101.364,-189.855,163.075,88.9469,-188.24,168.686,68.6458,9.03457,68.517,7.72402,68.95099545,170.469,238.568,-346.079,453.5912751
23,-186.549,139.222,143.849,-181.243,139.218,126.544,-179.318,139.571,101.361,-189.725,163.503,89.0072,-188.173,169.354,68.7455,6.72489,66.7155,9.96813,67.45607131,-230.968,-180.155,224.411,369.001813
24,-186.491,139.44,143.86,-181.204,139.496,126.526,-179.233,139.892,101.364,-189.488,163.948,89.0762,-188.072,170.039,68.8463,10.1134,68.4932,10.0799,69.23093839,338.852,177.771,11.1759,382.8160225
25,-186.458,139.745,143.837,-181.103,139.801,126.503,-179.212,140.337,101.352,-189.278,164.487,89.1184,-188.001,170.767,68.9163,7.07209,72.8697,6.99759,73.20491407,-304.133,437.647,-308.231,615.6607245
26,-186.346,140.016,143.838,-181.073,140.168,126.489,-179.142,140.798,101.355,-189.133,165.088,89.1555,-187.913,171.525,68.9871,8.79616,75.7754,7.08178,76.1056033,172.406,290.573,8.41916,337.9754124
27,-186.239,140.343,143.854,-181.022,140.557,126.507,-179.089,141.295,101.341,-188.97,165.666,89.217,-187.818,172.279,69.0651,9.55164,75.4267,7.79852,75.82878073,75.5489,-34.8687,71.6746,109.8212676
28,-186.198,140.722,143.882,-180.948,140.994,126.517,-179.013,141.807,101.344,-188.797,166.252,89.2769,-187.705,173.022,69.1408,11.2846,74.2763,7.57501,74.66156654,173.301,-115.037,-22.3517,209.2040785
29,-186.104,141.077,143.9,-180.919,141.385,126.549,-178.94,142.317,101.35,-188.625,166.849,89.344,-187.588,173.778,69.2436,11.7257,75.601,10.2751,76.29606072,44.1074,132.471,270.009,303.971855
30,-186.049,141.394,143.933,-180.869,141.78,126.566,-178.903,142.77,101.375,-188.463,167.434,89.3748,-187.551,174.526,69.3208,3.65376,74.7636,7.72625,75.16176438,-807.196,-83.7445,-254.884,850.6141177
31,-185.967,141.614,143.955,-180.827,142.074,126.571,-178.873,143.18,101.361,-188.255,167.9,89.4453,-187.497,175.189,69.4938,5.40465,66.3668,17.2943,68.58312442,175.089,-839.68,956.804,1284.987375
32,-185.822,141.8,143.964,-180.73,142.282,126.553,-178.786,143.425,101.335,-188.105,168.27,89.4858,-187.478,175.826,69.5972,1.90884,63.695,10.3384,64.52856375,-349.581,-267.178,-695.586,823.0618705
33,-185.733,141.906,143.971,-180.641,142.42,126.544,-178.751,143.673,101.269,-187.859,168.609,89.5335,-187.458,176.481,69.7077,2.01464,65.428,11.0522,66.35491172,10.5798,173.301,71.3766,187.7226353
34,-185.621,142.005,143.977,-180.568,142.518,126.502,-178.66,143.803,101.257,-187.717,168.899,89.6224,-187.465,177.046,69.8742,-0.759959,56.532,16.6461,58.93182221,-277.46,-889.599,559.39,1086.870556
35,-185.556,142.038,144.001,-180.562,142.601,126.501,-178.623,143.946,101.264,-187.571,169.149,89.687,-187.453,177.51,70.0428,1.29044,46.3665,16.8689,49.33976195,205.04,-1016.56,22.2772,1037.271377
36,-185.537,142.082,144.045,-180.531,142.665,126.572,-178.633,144.146,101.268,-187.254,169.43,89.6661,-187.49,178.055,70.0617,-3.69698,54.5338,1.88351,54.56631701,-498.742,816.733,-1498.54,1778.037825
37,-185.612,142.154,144.093,-180.531,142.857,126.637,-178.439,144.569,101.382,-186.837,170.08,89.8211,-187.353,178.755,70.2686,13.642,70.0355,20.6962,73.02947319,1733.9,1550.17,1881.27,2991.423249
38,-185.647,142.28,144.28,-180.6,143.116,126.848,-178.212,144.704,101.685,-186.339,170.339,90.4808,-187.253,179.04,70.8981,10.0255,28.4761,62.95,69.09117723,-361.651,-4155.93,4225.37,5937.701344
39,-185.918,142.543,144.678,-180.753,143.196,127.208,-177.71,143.866,102.131,-185.715,169.535,91.8278,-187.021,178.154,72.2196,23.1743,-88.6127,132.146,159.1061781,1314.88,-11708.9,6919.65,13664.14303
40,-186.28,142.733,144.941,-180.917,142.782,127.67,-176.601,142.189,103.062,-184.857,167.687,95.0029,-185.987,175.068,75.145,103.383,-308.588,292.543,425.2151933,8020.85,-21997.5,16039.6,28381.20521
41,-186.449,142.837,145.256,-180.681,142.075,128.287,-175.503,140.549,104.989,-185.169,165.433,100.479,-183.326,167.992,80.6262,266.12,-707.638,548.118,895.0893145,16273.7,-39905,25557.6,50104.22392
42,-186.431,142.772,145.641,-180.077,141.369,129.326,-174.77,139.359,107.607,-185.343,162.945,105.786,-180.053,158.624,88.6869,327.305,-936.808,806.069,1235.862639,6118.57,-22916.9,25795,35042.87701
43,-186.22,142.668,145.986,-178.818,140.796,130.651,-173.447,137.416,110.378,-183.541,160.105,108.624,-177.466,150.208,96.4049,258.72,-841.561,771.803,1141.886504,-6858.56,9524.67,-3426.53,12227.03119
44,-185.661,142.592,146.151,-177.512,139.905,131.605,-172.104,134.602,112.758,-181.252,156.531,108.634,-175.769,143.497,101.415,169.715,-671.051,501.046,837.4703211,-8900.46,17051,-27075.7,33212.17126
45,-184.761,142.361,146.212,-176.545,138.725,131.893,-171.235,131.033,114.039,-180.194,151.491,105.573,-174.8633333,135.7616667,100.4898,183.746,-770.09325,276.02,818.0651894,-6881.502,13885.208,-23635.128,28262.57855
46,-183.818,141.878,145.976,-175.926,137.399,131.448,-170.72,126.836,114.055,-179.968,143.977,100.535,-173.9576667,128.0263333,99.5646,197.777,-869.1355,50.994,870.6301772,-4862.544,10719.416,-20194.556,23374.56536
47,-182.98,141.196,145.257,-175.371,135.866,130.588,-170.336,121.996,113.022,-179.833,134.076,95.1882,-173.052,120.291,98.6394,211.808,-968.17775,-174.032,983.6947152,-2843.586,7553.624,-16753.984,18596.75232
48,-182.126,140.199,144.325,-174.904,134.04,129.408,-169.9,116.688,111.633,-179.206,123.345,90.9639,-170.793,109.619,94.6488,225.839,-1067.22,-399.058,1139.388352,-824.628,4387.832,-13313.412,14042.08033
49,-181.591,138.717,142.992,-174.422,132.003,127.972,-169.579,112.116,110.78,-177.998,113.927,88.095,-168.415,99.0688,89.671,237.782,-1054.99,-497.787,1166.531524,1194.33,1222.04,-9872.84,10019.61953
50,-181.009,136.905,141.607,-173.991,129.689,126.483,-169.565,108.567,110.468,-176.4,107.296,86.1302,-167.069,90.4635,84.6808,134.672,-860.526,-499.017,994.7476881,-10311,19446.9,-123.009,22011.67354
51,-180.408,134.924,140.117,-173.825,127.295,124.774,-169.932,106.2,109.133,-175.169,103.288,83.9164,-166.474,85.1801,80.0614,59.4303,-528.35,-461.938,701.8122529,-7524.19,33217.6,3707.86,34260.33582
52,-179.985,132.821,138.47,-173.717,124.948,122.976,-170.411,104.568,106.746,-174.838,100.88,81.2389,-166.6,82.3715,75.5604,-12.6049,-280.857,-450.099,530.5372412,-7203.52,24749.3,1183.97,25803.49464
53,-179.612,130.85,136.874,-173.644,122.779,121.1,-171.242,103.269,104.028,-175.313,99.2506,78.2,-167.815,80.6056,70.7647,-121.498,-176.584,-479.569,511.0463138,-10889.3,10427.3,-2947,15361.97412
54,-179.204,128.927,135.178,-173.69,120.787,119.055,-172.388,102.046,101.102,-176.739,98.3335,75.0591,-170.328,79.8097,65.8486,-251.304,-79.599,-491.611,498.0134297,-12980.6,9698.5,-1204.24,16248.29445
55,-178.828,127.085,133.617,-173.945,119.024,117.094,-173.967,100.911,98.2056,-179.04,98.0586,72.079,-174.158,79.4704,61.7731,-382.936,-33.9262,-407.554,408.9636291,-13163.2,4567.28,8405.67,16272.22078
56,-178.479,125.37,132.299,-174.285,117.246,115.487,-175.403,99.5491,96.1401,-181.106,98.0744,69.938,-176.375,79.6961,59.736,-221.705,22.5708,-203.712,204.9585811,16123.1,5649.7,20384.2,26596.7869
57,-178.427,123.931,131.478,-174.078,115.917,114.852,-175.134,98.6749,95.5706,-181.493,98.3303,69.4321,-176.583,80.4437,59.2996,-20.8363,74.7643,-43.6384,86.56795313,20086.9,5219.35,16007.4,26209.96034
58,-178.41,123.743,131.285,-173.698,115.447,115.091,-174.735,98.1427,95.8222,-181.234,98.7538,69.7331,-176.394,81.2849,59.2318,18.9185,84.1111,-6.77705,84.38368059,3975.48,934.675,3686.14,5501.425877
59,-178.263,124.112,131.235,-173.552,115.701,115.046,-174.507,98.0291,95.8877,-181.122,99.3954,69.8733,-176.302,82.1808,59.1981,9.197,89.5955,-3.37213,89.65893643,-972.152,548.437,340.492,1166.960777
60,-178.16,124.397,131.151,-173.398,116.073,114.909,-174.121,97.8573,95.9937,-181.019,99.9975,70.1117,-176.238,83.0492,59.2789,6.38068,86.8425,8.08127,87.21769735,-281.632,-275.299,1145.34,1211.160534
61,-178.091,124.495,131.298,-173.307,116.21,114.987,-173.873,97.7186,96.1284,-180.915,100.491,70.5101,-176.225,83.8719,59.3671,1.35899,82.2708,8.81702,82.74191425,-502.169,-457.168,73.5745,683.0735625
62,-178.1,124.626,131.569,-173.097,116.319,115.195,-173.567,97.6845,96.2313,-180.779,101.088,70.811,-176.176,84.7125,59.4731,4.84437,84.0567,10.6037,84.72288515,348.538,178.59,178.665,430.4582532
63,-178.105,124.861,132.034,-172.769,116.583,115.605,-173.31,97.8593,96.5098,-180.707,101.681,71.255,-176.147,85.5524,59.6285,2.89232,83.9934,15.5363,85.41819397,-195.205,-6.33299,493.266,530.5246889
64,-178.1,125.233,132.494,-172.638,116.898,116.073,-173.091,98.1356,96.8032,-180.592,102.33,71.5872,-176.103,86.3901,59.7447,4.45992,83.7646,11.6214,84.56692705,156.76,-22.8733,-391.491,422.3293603
65,-178.218,125.578,132.947,-172.506,117.302,116.489,-172.918,98.5149,97.043,-180.491,103.054,71.9043,-176.062,87.2952,59.8667,4.0248,90.5074,12.197,91.32555099,-43.5114,674.278,57.5557,678.127364
66,-178.316,125.942,133.46,-172.406,117.728,116.917,-172.839,98.9675,97.2766,-180.446,103.767,72.207,-176.037,88.1597,59.9631,2.5779,86.4513,9.64142,86.98726488,-144.69,-405.61,-255.555,500.7624449
67,-178.444,126.329,133.947,-172.383,118.268,117.36,-172.846,99.6065,97.4365,-180.409,104.581,72.4152,-175.946,89.0411,60.0627,9.09418,88.1456,9.96329,88.70689909,651.628,169.426,32.1865,674.0624531
68,-178.698,126.775,134.364,-172.393,118.86,117.683,-172.804,100.251,97.6042,-180.397,105.376,72.6168,-175.914,89.965,60.1313,3.20524,92.3894,6.86087,92.64379509,-588.894,424.385,-310.242,789.3977895
69,-178.917,127.249,134.691,-172.475,119.534,117.951,-172.787,100.854,97.6949,-180.391,106.177,72.7021,-175.871,90.8494,60.1349,4.25428,88.4429,0.355765,88.44361554,104.904,-394.657,-650.51,768.0639667
70,-179.266,127.734,134.951,-172.635,120.153,118.152,-172.938,101.535,97.6965,-180.564,106.986,72.6965,-175.921,91.7312,60.1484,-5.02169,88.1799,1.35228,88.19026831,-927.597,-26.3005,99.6515,933.3050585
71,-179.65,128.235,135.11,-172.931,120.749,118.328,-173.086,102.143,97.8073,-180.687,107.684,72.8032,-175.98,92.5929,60.193,-5.86808,86.1689,4.4629,86.2843949,-84.6386,-201.091,311.062,379.9484843
72,-180.113,128.65,135.219,-173.218,121.282,118.407,-173.214,102.758,97.8177,-180.893,108.398,72.8734,-175.995,93.4009,60.255,-1.50055,80.7934,6.20186,81.03108386,436.753,-537.559,173.897,714.1169569
73,-180.492,129.065,135.288,-173.516,121.854,118.488,-173.333,103.408,97.8106,-181.031,109.163,72.9139,-176.039,94.2534,60.2638,-4.41223,85.254,0.876188,85.25850234,-291.169,446.066,-532.568,753.2482576
74,-180.865,129.481,135.384,-173.782,122.42,118.573,-173.441,104.067,97.8171,-181.159,109.945,72.9736,-176.009,95.1313,60.3223,3.03984,87.7894,5.85318,87.98430808,745.207,253.543,497.699,931.3011437
75,-181.272,129.798,135.457,-174.096,122.913,118.628,-173.573,104.642,97.8176,-181.386,110.683,73.07,-176.045,96.0235,60.3596,-3.61651,89.2162,3.72566,89.29395772,-665.635,142.679,-212.751,713.2252367
76,-181.612,130.16,135.509,-174.358,123.299,118.69,-173.704,105.205,97.7996,-181.601,111.422,73.1219,-176.161,96.9751,60.3401,-11.6095,95.1655,-1.94982,95.18547257,-799.298,594.929,-567.548,1146.703336
77,-181.883,130.444,135.53,-174.62,123.709,118.699,-173.823,105.753,97.7397,-181.814,112.155,73.1638,-176.153,97.8511,60.3715,0.841916,87.5987,3.1434,87.65508089,1245.14,-756.681,509.322,1543.485878
78,-182.267,130.782,135.608,-174.892,124.115,118.792,-173.949,106.297,97.7528,-181.953,112.896,73.2277,-176.197,98.7547,60.3953,-4.43459,90.3621,2.3786,90.3934005,-527.65,276.342,-76.4802,600.5236419
79,-182.634,131.014,135.74,-175.247,124.466,118.892,-174.097,106.757,97.7696,-182.111,113.632,73.2946,-176.209,99.6239,60.4274,-1.19805,86.917,3.21008,86.97625827,323.653,-344.515,83.1485,479.9536672
80,-183.009,131.227,135.995,-175.689,124.733,119.079,-174.244,107.268,97.8147,-182.211,114.351,73.4195,-176.266,100.514,60.4568,-5.72652,89.0218,2.93739,89.07024832,-452.846,210.479,-27.2691,500.1144999
81,-183.325,131.417,136.314,-176.073,125.051,119.357,-174.404,107.773,97.92,-182.341,115.013,73.5357,-176.226,101.329,60.5273,4.06355,81.4386,7.05123,81.74328972,979.006,-758.32,411.384,1304.890327
82,-183.927,131.779,136.402,-176.494,125.448,119.481,-174.517,108.297,97.8813,-182.596,115.66,73.5527,-176.287,102.169,60.5453,-6.16163,84.0798,1.79671,84.09899485,-1022.52,264.123,-525.452,1179.57955
83,-184.807,132.204,136.165,-177.252,125.946,119.265,-174.749,108.876,97.7097,-183.096,116.248,73.4539,-176.413,103.007,60.54,-12.5989,83.7512,-0.524148,83.75284015,-643.73,-32.8571,-232.086,685.0779615
84,-185.918,132.627,135.829,-178.232,126.451,118.974,-175.13,109.319,97.589,-183.632,116.837,73.4698,-176.522,103.816,60.5531,-10.8331,80.8991,1.30758,80.90966658,176.579,-285.208,183.173,382.1990246
85,-187.181,132.965,135.528,-179.229,126.777,118.788,-175.603,109.669,97.5696,-184.086,117.403,73.6022,-176.669,104.652,60.6561,-14.779,83.5732,10.3015,84.20570444,-394.583,267.401,899.397,1017.896852
86,-188.65,133.288,135.175,-180.353,127.146,118.569,-176.035,110.078,97.4983,-184.675,117.91,73.6995,-176.933,105.485,60.7235,-26.3914,83.3131,6.74203,83.58545089,-1161.25,-26.0025,-355.951,1214.857525
87,-190.241,133.571,134.756,-181.685,127.46,118.269,-176.581,110.447,97.3,-185.31,118.384,73.6629,-177.224,106.305,60.7552,-29.0453,81.9869,3.16538,82.04798232,-265.39,-132.62,-357.665,464.6979328
88,-191.948,133.703,134.368,-183.115,127.737,117.984,-177.057,110.788,97.2239,-185.948,118.83,73.7037,-177.433,107.026,60.8168,-20.8944,72.1939,6.1579,72.45604826,815.094,-979.304,299.253,1308.803618
89,-193.8,133.825,133.895,-184.416,127.996,117.715,-177.349,111.193,97.2434,-186.492,119.255,73.8297,-177.73,107.81,60.8997,-29.7055,78.3615,8.29101,78.79889294,-881.106,616.759,213.31,1096.467329
90,-195.747,133.865,133.261,-185.847,128.226,117.379,-177.652,111.674,97.186,-187.19,119.632,73.8583,-178.012,108.584,60.9627,-28.2362,77.384,6.29872,77.63992098,146.925,-97.7516,-199.229,266.1475631
91,-197.9,133.725,132.45,-187.396,128.371,116.842,-177.948,112.109,97.0592,-187.819,120.119,73.8279,-178.287,109.427,60.9884,-27.5314,84.2616,2.5712,84.3008203,70.4825,687.763,-372.753,785.4492511
92,-199.947,133.481,131.616,-188.948,128.484,116.291,-178.447,112.555,96.9249,-188.549,120.517,73.7113,-178.653,110.271,60.9972,-36.5883,84.3965,0.882521,84.40111407,-905.693,13.4856,-168.867,921.3998781
93,-201.674,133.289,130.837,-190.247,128.415,115.783,-178.945,112.89,96.8273,-188.961,121.128,73.6912,-178.832,111.106,61.0606,-17.8412,83.5009,6.33597,83.74093871,1874.72,-89.556,545.345,1954.481139
94,-202.868,133.021,130.261,-191.447,128.291,115.395,-179.585,113.14,96.8084,-189.463,121.627,73.7825,-179.087,111.819,61.1343,-25.4929,71.3944,7.37123,71.77391854,-765.175,-1210.64,103.526,1435.917694
95,-203.992,132.911,129.766,-192.463,128.189,115.057,-180.282,113.364,96.868,-190.182,121.968,73.9435,-179.447,112.458,61.2846,-36.0444,63.8299,15.0297,65.57551385,-1055.15,-756.457,765.845,1507.344446
96,-205.039,132.895,129.334,-193.479,128.243,114.772,-180.973,113.644,96.9267,-190.765,122.331,74.1018,-179.79,113.08,61.4248,-34.2965,62.2012,14.0242,63.76258673,174.791,-162.87,-100.546,259.2065368
97,-206.096,132.981,128.893,-194.424,128.379,114.463,-181.535,114.124,96.9028,-191.262,122.862,74.191,-180.088,113.762,61.4997,-29.7636,68.2674,7.48709,68.67673856,453.293,606.626,-653.714,1000.405738
98,-207.076,133.172,128.554,-195.441,128.651,114.137,-182.074,114.616,96.8628,-191.739,123.375,74.2827,-180.358,114.494,61.6057,-27.0635,73.1379,10.6063,73.90294998,270.009,487.044,311.919,638.2869109
99,-208.03,133.376,128.288,-196.383,128.908,113.873,-182.59,115.102,96.9011,-192.21,123.856,74.3812,-180.72,115.254,61.7067,-36.2128,75.9937,10.0955,76.66134332,-914.931,285.581,-51.0737,959.8248617
100,-208.752,133.555,128.131,-197.134,129.053,113.728,-183.134,115.465,96.987,-192.508,124.39,74.6217,-180.867,116.02,61.8231,-14.7089,76.6642,11.6367,77.54232617,2150.39,67.0552,154.115,2156.948072
101,-209.267,133.701,128.199,-197.735,129.286,113.737,-183.445,115.875,97.1062,-192.754,125.025,74.737,-181.017,116.848,61.9207,-14.9086,82.7879,9.76771,83.36212896,-19.9676,612.363,-186.898,640.5607007
102,-209.595,134.067,128.306,-198.089,129.729,113.808,-183.708,116.406,97.234,-192.948,125.721,74.9067,-181.055,117.666,62.0312,-3.87132,81.785,11.0425,82.52710483,1103.73,-100.285,127.479,1115.584102
103,-209.763,134.463,128.48,-198.331,130.197,113.955,-183.891,117.001,97.355,-192.963,126.433,75.1213,-181.103,118.498,62.1261,-4.78923,83.138,9.49353,83.67827768,-91.7912,135.303,-154.898,225.2241475
104,-209.829,134.884,128.588,-198.374,130.594,114.073,-184.004,117.474,97.4705,-192.951,127.177,75.3037,-181.072,119.337,62.1987,3.11136,83.8988,7.25873,84.21221884,790.06,76.0704,-223.48,824.5755391
105,-209.757,135.313,128.597,-198.435,130.958,114.087,-184.051,117.919,97.5147,-192.915,127.814,75.5258,-181.061,120.142,62.3076,1.12504,80.5415,10.8905,81.27444994,-198.632,-335.723,363.179,532.9761629
106,-209.668,135.547,128.564,-198.32,131.204,114.022,-184.096,118.23,97.4435,-192.919,128.452,75.6943,-181.044,120.905,62.4086,1.70469,76.2656,10.0978,76.93118554,57.9655,-427.589,-79.2742,438.7217238
107,-209.522,135.854,128.535,-198.173,131.515,113.962,-184.11,118.632,97.3592,-192.757,129.113,75.8193,-181.042,121.667,62.4699,0.189245,76.1963,6.13555,76.44292713,-151.545,-6.92904,-396.222,424.2708709
108,-209.306,136.309,128.414,-198.087,131.893,113.877,-183.95,119.083,97.2958,-192.799,129.78,75.9816,-181.015,122.474,62.5483,2.73138,80.7799,7.84025,81.15948351,254.214,458.36,170.469,551.1608906
109,-209.08,136.682,128.354,-197.815,132.21,113.794,-183.882,119.534,97.1966,-192.71,130.432,76.171,-180.987,123.289,62.6237,2.74181,81.4877,7.53626,81.83544749,1.04308,70.7805,-30.3984,77.03914537
110,-208.931,137.156,128.329,-197.706,132.605,113.742,-183.778,119.888,97.1394,-192.641,131.107,76.3246,-180.977,124.147,62.6563,1.055,85.8083,3.26037,85.87021813,-168.681,432.059,-427.589,630.8411941
111,-208.642,137.516,128.379,-197.519,132.914,113.762,-183.733,120.347,97.0866,-192.586,131.81,76.4862,-180.952,124.943,62.734,2.5034,79.5789,7.7717,79.95749275,144.839,-622.943,451.133,782.6603994
112,-208.315,137.926,128.389,-197.237,133.268,113.777,-183.546,120.789,97.0761,-192.542,132.486,76.7146,-180.921,125.724,62.8113,3.03686,78.0568,7.73072,78.4386898,53.3462,-152.215,-4.09782,161.3444
113,-207.939,138.323,128.401,-197.043,133.571,113.817,-183.494,121.193,97.0317,-192.485,133.115,76.9142,-180.888,126.515,62.9056,3.34531,79.1252,9.42573,79.6846388,30.8454,106.841,169.501,202.7240168
114,-207.728,138.613,128.468,-196.822,133.823,113.822,-183.34,121.467,97.044,-192.319,133.67,77.16,-180.843,127.291,63.0115,4.45098,77.5948,10.588,78.31384763,110.567,-153.035,116.229,221.7069082
115,-207.442,138.826,128.609,-196.593,134.014,113.929,-183.3,121.818,97.0497,-192.238,134.29,77.3637,-180.786,128.041,63.0988,5.74291,75.0259,8.73655,75.53286024,129.193,-256.896,-185.147,342.0026282
116,-207.207,138.967,128.819,-196.348,134.192,114.084,-183.152,122.128,97.0751,-192.14,134.894,77.5813,-180.727,128.804,63.1892,5.87255,76.3044,9.03308,76.8372175,12.964,127.852,29.6533,131.8844851
117,-207.022,139.075,129.11,-196.323,134.366,114.305,-183.062,122.441,97.1215,-192.018,135.481,77.8106,-180.645,129.553,63.2796,8.22544,74.8917,9.04799,75.43628339,235.289,-141.263,1.49012,274.4419231
118,-206.765,139.057,129.509,-196.164,134.387,114.653,-183.023,122.681,97.2961,-191.901,135.938,78.1389,-180.596,130.213,63.4005,4.89205,66.0062,12.0841,67.10323324,-333.339,-888.556,303.611,996.4066908
119,-206.593,138.908,129.938,-196.032,134.29,115.033,-182.984,122.765,97.48,-191.748,136.345,78.4914,-180.485,130.829,63.562,11.0388,61.5537,16.1536,63.63801361,614.673,-445.247,406.951,861.206656
120,-206.327,138.602,130.332,-195.932,134.113,115.34,-182.934,122.805,97.6468,-191.697,136.729,78.8386,-180.477,131.503,63.6895,0.807643,67.4322,12.7465,68.62634231,-1023.11,587.851,-340.715,1228.17327
121,-206.19,138.293,130.732,-195.88,133.781,115.709,-182.899,122.813,97.8251,-191.544,137.147,79.1682,-180.427,132.176,63.8412,5.07087,67.2743,15.1694,68.96333908,426.322,-15.7952,242.293,490.6178084
122,-205.946,137.958,131.235,-195.909,133.517,116.092,-182.871,122.907,98.0013,-191.493,137.726,79.3948,-180.336,132.935,63.9317,9.09418,75.8812,9.0532,76.41934928,402.331,860.691,-611.618,1129.927347
123,-205.779,137.63,131.745,-195.863,133.329,116.537,-182.845,123.135,98.1548,-191.386,138.322,79.6205,-180.292,133.684,64.0286,4.35561,74.9454,9.68874,75.56907214,-473.857,-93.5793,63.5535,487.1720324
124,-205.642,137.287,132.229,-195.787,133.112,116.988,-182.809,123.188,98.346,-191.306,138.711,79.9031,-180.355,134.298,64.1357,-6.25104,61.4196,10.711,62.34655392,-1060.66,-1352.58,102.222,1721.894779
